date,1,2,3,4,5,6,PM25_diff
2021-04-21 15:00:00,18.24333333,16.24833333,22.81833333,24.54166667,27.245,18.26333333,10.99666667
2021-04-21 16:00:00,20.58333333,19.77627119,23.07666667,29.47333333,20.71833333,19.785,9.69706214
2021-04-21 17:00:00,17.40666667,21.695,24.63666667,24.105,16.51166667,20.3,8.125
2021-04-21 18:00:00,14.41,19.025,19.44666667,23.685,15.78166667,18.92833333,9.274999999999999
2021-04-21 19:00:00,14.25333333,20.40333333,18.62166667,27.12833333,16.9,19.49333333,12.875
2021-04-21 20:00:00,16.55833333,17.31730769,19.58833333,24.73333333,15.645,17.595,9.088333330000001
2021-04-21 21:00:00,16.565,17.69333333,19.36551724,22.59,14.695,16.43166667,7.895
2021-04-21 22:00:00,17.07833333,18.93166667,19.47666667,21.52333333,13.69,17.52075472,7.83333333
2021-04-21 23:00:00,16.90833333,19.88833333,20.49666667,27.98666667,15.28166667,17.65333333,12.705000000000002
2021-04-22 00:00:00,17.85833333,16.98,24.24333333,20.85166667,14.03333333,16.62833333,10.209999999999999
2021-04-22 01:00:00,15.38833333,15.93833333,27.115,18.99833333,13.40833333,14.84833333,13.706666669999999
2021-04-22 02:00:00,18.57833333,15.25333333,37.03666667,19.22166667,13.205,14.79833333,23.831666670000004
2021-04-22 03:00:00,9.758333333,17.99166667,24.08166667,14.835,11.18833333,13.94,14.323333337000001
2021-04-22 04:00:00,8.603333333,9.426666667,6.693333333,16.8,7.988333333,9.158333333,10.106666667
2021-04-22 05:00:00,8.683333333,11.3,7.59,25.49166667,8.791666667,11.28833333,17.90166667
2021-04-22 07:00:00,17.67666667,16.14666667,20.14333333,26.56166667,12.29666667,17.88833333,14.265
2021-04-22 08:00:00,27.01833333,27.78833333,35.655,38.33166667,17.73833333,27.385,20.593333339999997
2021-04-22 09:00:00,32.97666667,39.02833333,62.37833333,51.90666667,37.42333333,43.43666667,29.401666659999997
2021-04-22 10:00:00,42.03181818,28.73,52.52666667,39.46333333,29.12166667,37.91666667,23.796666669999997
2021-04-22 11:00:00,32.72820513,23.27333333,62.345,37.4,21.03333333,24.91034483,41.311666669999994
2021-04-22 12:00:00,22.21960784,18.84166667,39.25666667,27.49166667,18.405,18.26,20.99666667
2021-04-22 13:00:00,22.59302326,17.03207547,25.58833333,18.85666667,13.97833333,15.09666667,11.610000000000001
2021-04-22 14:00:00,17.02333333,18.04333333,28.6,15.39833333,15.72333333,17.90666667,13.201666670000002
2021-04-22 15:00:00,17.695,28.435,33.37,29.02833333,21.60754717,28.60666667,15.674999999999997
2021-04-22 16:00:00,24.52881356,17.53965517,29.23833333,35.88833333,26.535,24.43666667,18.348678160000002
2021-04-22 17:00:00,25.71833333,19.635,25.68333333,18.38,17.27333333,18.21833333,8.445
2021-04-22 18:00:00,15.45740741,18.53833333,24.535,24.185,17.34666667,17.53833333,9.07759259
2021-04-22 19:00:00,15.40363636,17.87666667,21.63666667,20.61166667,13.89666667,15.57,7.74
2021-04-22 20:00:00,22.09333333,24.44666667,36.68,28.13,17.14,21.20833333,19.54
2021-04-22 21:00:00,29.56833333,28.45833333,31.9637931,36.15833333,22.32166667,23.98333333,13.836666659999999
2021-04-22 22:00:00,27.29333333,19.09833333,18.46666667,29.60833333,18.33333333,18.78666667,11.275000000000002
2021-04-22 23:00:00,29.93833333,19.09166667,20.62833333,29.54833333,13.98666667,15.22666667,15.951666659999999
2021-04-23 00:00:00,33.46833333,20.23833333,15.65833333,32.62,19.34666667,15.93666667,17.810000000000002
2021-04-23 01:00:00,49.02666667,24.95,84.72833333,41.83,20.95,20.59,64.13833333
2021-04-23 02:00:00,44.80333333,33.93333333,69.22833333,48.69,32.35,47.25666667,36.87833333
2021-04-23 03:00:00,39.69333333,42.24,83.03,70.29333333,37.29166667,40.29,45.73833333
2021-04-23 04:00:00,31.99666667,23.895,45.055,74.05333333,22.58833333,30.27333333,51.465
2021-04-23 05:00:00,36.78666667,20.645,69.69166667,79.74166667,22.165,21.26666667,59.096666670000005
2021-04-23 06:00:00,43.48833333,24.43833333,27.225,61.40666667,21.11833333,20.62666667,40.78
2021-04-23 07:00:00,47.21333333,17.52833333,31.61,26.21666667,16.75,22.84,30.463333329999998
2021-04-23 08:00:00,48.71333333,15.57833333,20.16333333,31.4,18.975,22.015,33.135
2021-04-23 09:00:00,37.28666667,14.94333333,26.14833333,22.51,15.74909091,16.67666667,22.34333334
2021-04-23 10:00:00,57.84166667,15.0,14.92166667,19.31,14.89310345,14.29,43.55166667
2021-04-23 11:00:00,31.165,11.28166667,14.49666667,20.77166667,18.10666667,14.39137931,19.88333333
2021-04-23 12:00:00,18.925,12.89,12.595,14.76666667,12.11833333,11.57166667,7.35333333
2021-04-23 13:00:00,19.73,10.73166667,15.19333333,13.43833333,12.92666667,12.75,8.998333330000001
2021-04-23 14:00:00,13.44666667,10.38333333,17.48833333,26.745,10.51166667,12.31,16.36166667
2021-04-23 15:00:00,13.205,13.95833333,19.43,27.38666667,9.876666667,15.87666667,17.510000003000002
2021-04-23 17:00:00,14.64333333,10.16333333,13.675,14.87166667,9.461666667,10.81166667,5.410000003
2021-04-23 18:00:00,14.075,11.445,21.335,20.38333333,11.385,12.35833333,9.950000000000001
2021-04-23 19:00:00,13.755,12.66,22.12166667,19.37833333,11.76166667,12.965,10.36
2021-04-23 20:00:00,16.54166667,13.25166667,25.65,21.80333333,10.36833333,14.735,15.281666669999998
2021-04-23 21:00:00,15.37833333,12.34833333,23.52241379,20.41833333,10.93666667,14.32166667,12.585747120000002
2021-04-23 22:00:00,13.55,14.76,36.27166667,21.025,10.70333333,12.39,25.568333340000002
2021-04-23 23:00:00,17.255,14.83,32.64833333,28.165,11.12666667,15.09,21.52166666
2021-04-24 00:00:00,20.97833333,15.09666667,30.99833333,35.25333333,11.57166667,17.07833333,23.681666659999998
2021-04-24 01:00:00,29.78,16.09166667,30.85166667,45.05166667,12.32666667,16.125,32.725
2021-04-24 02:00:00,30.92833333,14.45333333,26.07,52.105,14.33,17.615,37.775
2021-04-24 03:00:00,31.24,13.72666667,18.26833333,34.015,11.28666667,13.56,22.728333329999998
2021-04-24 04:00:00,26.76166667,14.91166667,13.835,23.88333333,11.58666667,14.06833333,15.175
