,count,mean,std,min,25%,50%,75%,max
1,4964.0,20.414674422379534,11.244472607634838,3.0,12.92041667,18.18333333,25.75,92.95
2,4964.0,21.2480015060977,12.047399064980878,4.758333333,13.3512500025,17.6075,24.980995765000003,95.97
3,4964.0,26.572144344359998,19.781326479333725,0.995,13.754583332500001,20.880000000000003,33.3537499975,207.8116667
4,4964.0,28.821995404056008,19.496981970254666,6.941666667,18.1589141675,24.5225,33.9662499975,403.6883333
5,4964.0,14.086386970201856,8.549852883001334,0.0,8.966666667,12.36666667,17.344166665,226.6666667
6,4964.0,21.048329964307413,11.11913959112605,5.593333333,14.06833333,18.2625,24.7537500025,266.18
