time,latitude,longitude,number_x,expver_x,u10,v10,d2m,t2m,blh,number_y,expver_y,avg_tprate,number,expver,tp,ssrd
2021-02-07 06:00:00,10.8,106.7,0,1,0.13055724,-1.0548496,293.57397,303.656,1328.491,0,1,7.1532094e-07,0,1,2.2889863e-06,2335347.0
2021-02-07 07:00:00,10.8,106.7,0,1,0.10496688,-0.71592754,293.47046,303.78882,1386.5264,0,1,5.6986337e-06,0,1,2.041021e-05,1844889.0
2021-02-07 08:00:00,10.8,106.7,0,1,0.21223897,-0.10985905,293.40747,303.16333,1459.9824,0,1,4.4349163e-06,0,1,1.5832193e-05,2141671.0
2021-02-07 09:00:00,10.8,106.7,0,1,-0.10903448,0.520863,293.58813,303.6128,1403.4253,0,1,3.0996798e-06,0,1,1.1254236e-05,1437921.0
2021-02-07 10:00:00,10.8,106.7,0,1,-0.08900237,2.0159197,295.36987,301.90015,708.938,0,1,2.5560454e-05,0,1,9.1750626e-05,792663.94
2021-02-07 11:00:00,10.8,106.7,0,1,-0.61389685,2.1450891,295.50757,301.35522,309.12915,0,1,6.9146836e-07,0,1,2.3843877e-06,185446.06
2021-02-07 12:00:00,10.8,106.7,0,1,-1.0737,2.2279644,294.82227,300.33862,264.3579,0,1,0.0,0,1,0.0,0.0
2021-02-07 13:00:00,10.8,106.7,0,1,-0.94768226,2.0345154,294.90454,300.0891,238.90446,0,1,0.0,0,1,0.0,0.0
2021-02-07 14:00:00,10.8,106.7,0,1,-0.57963145,1.7536869,294.9712,299.2395,208.45055,0,1,0.0,0,1,0.0,0.0
2021-02-07 15:00:00,10.8,106.7,0,1,-0.36961633,1.5008554,296.29858,299.77124,174.88127,0,1,0.0,0,1,0.0,0.0
2021-02-07 16:00:00,10.8,106.7,0,1,-0.41094118,1.3064528,296.41895,299.51978,151.88498,0,1,0.0,0,1,0.0,0.0
2021-02-07 17:00:00,10.8,106.7,0,1,-0.43751085,1.1616211,296.21777,298.82935,131.06711,0,1,0.0,0,1,0.0,0.0
2021-02-07 18:00:00,10.8,106.7,0,1,-0.36184287,1.2097454,296.1206,298.62598,115.59653,0,1,0.0,0,1,0.0,0.0
2021-02-07 19:00:00,10.8,106.7,0,1,-0.39267534,1.3018494,296.04102,298.4756,126.15094,0,1,0.0,0,1,0.0,0.0
2021-02-07 20:00:00,10.8,106.7,0,1,-0.49437946,1.3026352,295.71045,298.03516,138.90735,0,1,0.0,0,1,0.0,0.0
2021-02-07 21:00:00,10.8,106.7,0,1,-0.57095385,1.1172628,295.58838,298.0669,139.01846,0,1,0.0,0,1,0.0,0.0
2021-02-07 22:00:00,10.8,106.7,0,1,-0.6276695,1.0085192,295.17236,297.5249,146.17581,0,1,0.0,0,1,0.0,0.0
2021-02-07 23:00:00,10.8,106.7,0,1,-0.6981227,0.4766848,295.16943,297.6206,141.06557,0,1,0.0,0,1,0.0,0.0
2021-02-08 00:00:00,10.8,106.7,0,1,-0.46721506,-0.5180932,295.05225,297.91064,167.08434,0,1,0.0,0,1,0.0,93286.125
2021-02-08 01:00:00,10.8,106.7,0,1,-0.3299482,-0.8403146,295.19897,298.32837,284.4397,0,1,0.0,0,1,0.0,661467.2
2021-02-08 02:00:00,10.8,106.7,0,1,-0.032728143,-0.97936535,296.4297,301.4768,486.26196,0,1,0.0,0,1,0.0,1543715.0
2021-02-08 03:00:00,10.8,106.7,0,1,0.30110657,-1.068016,295.13306,301.65234,798.7827,0,1,1.6021586e-05,0,1,5.750601e-05,2187126.0
2021-02-08 04:00:00,10.8,106.7,0,1,0.5812798,-0.9721712,295.448,302.36914,1117.1074,0,1,6.196728e-05,0,1,0.00022307268,2679667.0
2021-02-08 05:00:00,10.8,106.7,0,1,0.6504998,-0.7984365,295.68042,303.42676,1227.0239,0,1,3.4380777e-05,0,1,0.00012369452,2234161.0
2021-02-08 06:00:00,10.8,106.7,0,1,0.24154264,-0.5998821,295.90527,303.8208,1349.7219,0,1,1.1801272e-05,0,1,4.243689e-05,2234606.0
2021-02-08 07:00:00,10.8,106.7,0,1,-0.3121192,-0.28037298,296.0647,304.02197,1326.8081,0,1,4.3490538e-05,0,1,0.00015679485,2095901.0
2021-02-08 08:00:00,10.8,106.7,0,1,-1.2989645,-0.2050308,295.56592,302.28394,632.0217,0,1,7.3008254e-05,0,1,0.0002624672,1872665.0
2021-02-08 09:00:00,10.8,106.7,0,1,-1.1910706,0.25404263,294.65332,301.56177,433.64038,0,1,0.00020937376,0,1,0.0007535736,1045087.06
2021-02-08 10:00:00,10.8,106.7,0,1,-0.5730126,1.057291,296.78955,299.5569,239.52045,0,1,0.00028177048,0,1,0.0010138778,550412.4
2021-02-08 11:00:00,10.8,106.7,0,1,-0.70276755,1.0606651,297.34912,299.48145,225.39014,0,1,0.00016355801,0,1,0.00058871345,81062.31
2021-02-08 12:00:00,10.8,106.7,0,1,-0.36466324,1.326951,297.57104,299.7312,201.54015,0,1,5.130854e-05,0,1,0.00018482518,0.0
