system:index,aod_055_mean,aod_055_median,aod_055_point,date,pixel_count,.geo
MCD19A2_A2022007_h28v07_061_2022349024345_01,0.5778349273822178,0.582,,2022-01-07,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022007_h28v07_061_2022349024345_03,0.39180694143167033,0.40700000000000003,,2022-01-07,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022008_h28v07_061_2022349034749_01,0.2901559432933479,0.278,,2022-01-08,139,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022008_h28v07_061_2022349034749_02,0.2752037174721189,0.223,,2022-01-08,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022009_h28v07_061_2022349043943_01,0.3177480229492946,0.3383333333333334,,2022-01-09,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022009_h28v07_061_2022349043943_02,0.4254,0.435,,2022-01-09,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022010_h28v07_061_2022349051207_03,0.05152839116719243,0.0,,2022-01-10,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022011_h28v07_061_2022349062732_03,0.3303955516790232,0.319,,2022-01-11,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022012_h28v07_061_2022349073739_02,0.327716783459377,0.4315,,2022-01-12,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022014_h28v07_061_2022349090229_01,0.115,0.115,,2022-01-14,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022014_h28v07_061_2022349090229_02,0.20405529698581554,0.213,,2022-01-14,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022015_h28v07_061_2022349093731_02,0.3374789632611978,0.36025,,2022-01-15,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022015_h28v07_061_2022349093731_03,0.22447826086956524,0.245,,2022-01-15,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022016_h28v07_061_2022349100519_01,0.2121631564781484,0.224,,2022-01-16,231,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022016_h28v07_061_2022349100519_02,0.19708973288814696,0.215,,2022-01-16,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022018_h28v07_061_2022349115237_01,0.4047169562348803,0.388,,2022-01-18,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022018_h28v07_061_2022349115237_03,0.40575,0.41200000000000003,,2022-01-18,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022019_h28v07_061_2022349124620_01,0.12985614907276596,0.13340996784565917,,2022-01-19,217,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022019_h28v07_061_2022349124620_02,0.13750816265954288,0.149,,2022-01-19,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022021_h28v07_061_2022349142106_01,0.16867856901560718,0.16337192118226604,,2022-01-21,231,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022021_h28v07_061_2022349142106_02,0.0924995148771022,0.075,,2022-01-21,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022022_h28v07_061_2022349151333_02,0.29791986463188846,0.291,0.289,2022-01-22,245,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022022_h28v07_061_2022349151333_04,0.25921288584027435,0.254,,2022-01-22,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022023_h28v07_061_2022349153546_01,0.366,0.366,,2022-01-23,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022023_h28v07_061_2022349153546_02,0.3011256260434057,0.304,,2022-01-23,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022024_h28v07_061_2022349163614_01,0.4818005915952673,0.434,,2022-01-24,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022026_h28v07_061_2022349180131_01,0.3697491166077738,0.365,,2022-01-26,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022026_h28v07_061_2022349180131_03,0.421,0.421,,2022-01-26,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022027_h28v07_061_2022349184859_03,0.3449377278833238,0.34900000000000003,,2022-01-27,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022028_h28v07_061_2022349194031_01,0.22362491153573957,0.23500000000000001,,2022-01-28,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022030_h28v07_061_2022349202854_01,0.34019968774395004,0.336,,2022-01-30,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022030_h28v07_061_2022349202854_02,0.22885709306378524,0.274,,2022-01-30,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022031_h28v07_061_2022349204835_02,0.14956767236800156,0.124,0.17300000000000001,2022-01-31,294,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022031_h28v07_061_2022349204835_03,0.10789929964035584,0.07700906735751296,,2022-01-31,103,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022032_h28v07_061_2022349210947_01,0.06763363578478192,0.04,,2022-02-01,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022032_h28v07_061_2022349210947_02,0.015272793102977125,0.013,0.049,2022-02-01,286,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022032_h28v07_061_2024227004719_01,0.17956459106133177,0.20800000000000002,0.20500000000000002,2022-02-01,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022032_h28v07_061_2024227004719_02,0.1629623189203317,0.17256713881019833,0.193,2022-02-01,284,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022033_h28v07_061_2022349223648_01,9.466617643329867E-4,0.0,0.0,2022-02-02,308,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022033_h28v07_061_2022349223648_03,0.01011048075088048,2.646532264341869E-5,,2022-02-02,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022033_h28v07_061_2024227015305_01,0.11076454852042492,0.114,0.107,2022-02-02,308,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022033_h28v07_061_2024227015305_03,0.10506645399651698,0.0845,0.227,2022-02-02,239,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022034_h28v07_061_2022349231220_01,0.09885734681390398,0.08300000000000002,,2022-02-03,268,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022034_h28v07_061_2022349231220_03,0.23079216602044417,0.216,,2022-02-03,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022034_h28v07_061_2024227030227_01,0.1853332146173316,0.17400000000000002,0.23700000000000002,2022-02-03,307,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022034_h28v07_061_2024227030227_03,0.2768248434896186,0.278,,2022-02-03,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022035_h28v07_061_2022350000126_01,0.027538594344752594,0.012,0.057,2022-02-04,287,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022035_h28v07_061_2022350000126_02,0.1364209856915739,0.116,,2022-02-04,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022035_h28v07_061_2024227045830_01,0.2632435444374386,0.2823604852686309,0.368,2022-02-04,266,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022035_h28v07_061_2024227045830_02,0.3450559233051815,0.34900000000000003,,2022-02-04,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022037_h28v07_061_2022350005253_01,0.12890256923590263,0.14300000000000002,,2022-02-06,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022037_h28v07_061_2024227074813_01,0.19870542635658917,0.231,,2022-02-06,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022040_h28v07_061_2022353162222_01,0.35485319244604313,0.374,,2022-02-09,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022040_h28v07_061_2024229122845_01,0.3554351781652768,0.34400000000000003,,2022-02-09,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022041_h28v07_061_2022353170447_01,0.3034298563760337,0.301,,2022-02-10,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022041_h28v07_061_2022353170447_02,0.2256657298885445,0.19899999999999998,,2022-02-10,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022041_h28v07_061_2024229134224_01,0.3115,0.297,,2022-02-10,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022041_h28v07_061_2024229134224_02,0.23839283628576993,0.233,,2022-02-10,101,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022044_h28v07_061_2022353185816_01,0.2721535996795834,0.263,,2022-02-13,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022044_h28v07_061_2024229143039_01,0.2888350129570976,0.28200000000000003,,2022-02-13,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022045_h28v07_061_2022353194625_02,0.20624354652282803,0.20700000000000005,0.23700000000000002,2022-02-14,162,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022045_h28v07_061_2024229145555_02,0.24259581329893276,0.245,0.263,2022-02-14,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022046_h28v07_061_2022353202403_01,0.044905324291304415,0.03475000000000001,,2022-02-15,220,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022046_h28v07_061_2022353202403_02,0.1233661660777385,0.057,,2022-02-15,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022046_h28v07_061_2024229151359_01,0.17189217773047746,0.15933333333333333,0.335,2022-02-15,234,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022046_h28v07_061_2024229151359_02,0.13689723320158104,0.17500000000000002,,2022-02-15,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022047_h28v07_061_2022353211132_02,0.24697907591785942,0.246,0.336,2022-02-16,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022047_h28v07_061_2022353211132_03,0.16954384164222874,0.17,,2022-02-16,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022047_h28v07_061_2024229153406_02,0.25971111310110145,0.264,,2022-02-16,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022047_h28v07_061_2024229153406_03,0.20285375970029426,0.201,,2022-02-16,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022048_h28v07_061_2022353215513_02,0.2428992765720646,0.229,,2022-02-17,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022048_h28v07_061_2024229155456_02,0.25115813424345845,0.243,,2022-02-17,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022049_h28v07_061_2022353222150_01,0.25896111786148246,0.253,,2022-02-18,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022049_h28v07_061_2022353222150_03,0.3424200075642965,0.334,,2022-02-18,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022049_h28v07_061_2024229162152_01,0.368221020282729,0.381,,2022-02-18,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022049_h28v07_061_2024229162152_03,0.341,0.3215,,2022-02-18,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022053_h28v07_061_2022354005145_02,0.32473308147174773,0.336,,2022-02-22,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022055_h28v07_061_2022354014726_01,0.242,0.242,,2022-02-24,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022057_h28v07_061_2022354024830_01,0.07698252324037183,0.07900000000000001,,2022-02-26,147,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022057_h28v07_061_2022354024830_02,0.1818360950802811,0.178,,2022-02-26,137,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022057_h28v07_061_2024229190607_01,0.19737334041423266,0.20927038626609443,0.259,2022-02-26,170,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022057_h28v07_061_2024229190607_02,0.22878112793805258,0.23500000000000001,,2022-02-26,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022058_h28v07_061_2022354032029_01,0.009460441018835156,0.008,0.012,2022-02-27,306,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022058_h28v07_061_2022354032029_02,0.17473933333333333,0.163,,2022-02-27,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022058_h28v07_061_2024229192212_01,0.14780068506686,0.1356,0.136,2022-02-27,296,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022058_h28v07_061_2024229192212_02,0.18206923751095533,0.184,,2022-02-27,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022059_h28v07_061_2022354034043_03,0.2950717779740471,0.3,,2022-02-28,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022059_h28v07_061_2024229205148_03,0.3097331388990157,0.312,,2022-02-28,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022060_h28v07_061_2022354042251_01,0.4061370558375636,0.41400000000000003,,2022-03-01,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022060_h28v07_061_2022354042251_03,0.22458933801991804,0.23700000000000002,,2022-03-01,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022060_h28v07_061_2024229212439_01,0.30277134986225895,0.296,,2022-03-01,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022060_h28v07_061_2024229212439_03,0.25139471476510067,0.266,,2022-03-01,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022062_h28v07_061_2022354045633_01,0.21556221151663424,0.20700000000000002,,2022-03-03,153,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022062_h28v07_061_2024229224215_01,0.37615561062921643,0.368,,2022-03-03,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022063_h28v07_061_2022354060102_02,0.5509596147048427,0.552,0.592,2022-03-04,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022063_h28v07_061_2024229233039_02,0.6112589239254862,0.6024999999999999,0.624,2022-03-04,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022064_h28v07_061_2022354064306_01,0.4126,0.41400000000000003,,2022-03-05,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022065_h28v07_061_2022354071921_01,0.1680645731266565,0.175,,2022-03-06,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022065_h28v07_061_2024230010154_01,0.2759129832340307,0.25033333333333335,,2022-03-06,110,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022066_h28v07_061_2022354080600_01,0.37840371229698366,0.387,,2022-03-07,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022066_h28v07_061_2024230012720_01,0.5142489245093992,0.5225,,2022-03-07,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022067_h28v07_061_2022354085833_01,0.025040712921705927,0.014000000000000002,0.024,2022-03-08,307,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022067_h28v07_061_2024230014343_01,0.25643456823569266,0.24398553054662375,0.341,2022-03-08,288,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022069_h28v07_061_2022354103915_01,0.5455748881284549,0.529,,2022-03-10,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022069_h28v07_061_2024230024642_01,0.9494711781459341,0.9560000000000001,,2022-03-10,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022070_h28v07_061_2022354110223_02,0.5660841256311062,0.5670000000000001,,2022-03-11,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022070_h28v07_061_2024230034211_02,0.6533595019427766,0.666,,2022-03-11,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022072_h28v07_061_2022354115138_01,0.37146286358820113,0.367,0.402,2022-03-13,117,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022072_h28v07_061_2022354115138_03,0.2593486111111111,0.261,,2022-03-13,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022072_h28v07_061_2024230054441_01,0.40476812219005975,0.4120000000000001,0.43,2022-03-13,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022074_h28v07_061_2022354131523_01,0.3038763966480446,0.296,,2022-03-15,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022074_h28v07_061_2022354131523_02,0.33272526457845014,0.335,,2022-03-15,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022074_h28v07_061_2024230062656_01,0.3985611608881963,0.402,,2022-03-15,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022074_h28v07_061_2024230062656_02,0.3499324698526128,0.343,,2022-03-15,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022076_h28v07_061_2022354142115_01,0.29295798429319364,0.336,,2022-03-17,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022076_h28v07_061_2024230071359_01,0.33192064439140817,0.34800000000000003,,2022-03-17,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022078_h28v07_061_2022354152857_01,0.15764911893525288,0.18019999999999997,,2022-03-19,230,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022078_h28v07_061_2022354152857_02,0.3738021849395239,0.371,,2022-03-19,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022078_h28v07_061_2024230080526_01,0.32081043656939584,0.343,0.453,2022-03-19,255,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022078_h28v07_061_2024230080526_02,0.327,0.327,,2022-03-19,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022080_h28v07_061_2022354173803_02,0.21431530297843207,0.20600000000000002,,2022-03-21,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022080_h28v07_061_2024230085033_02,0.26143832391713745,0.272,,2022-03-21,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022082_h28v07_061_2022354181823_01,0.3215,0.3215,,2022-03-23,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022082_h28v07_061_2024230100156_01,0.3316666666666666,0.327,,2022-03-23,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022083_h28v07_061_2022354184734_03,0.010189219712525668,0.0,,2022-03-24,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022083_h28v07_061_2024230101809_03,0.08152542916733514,0.037,,2022-03-24,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022085_h28v07_061_2022354195313_01,0.08761671563826313,0.051000000000000004,,2022-03-26,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022085_h28v07_061_2022354195313_02,0.12310709318497913,0.135,,2022-03-26,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022085_h28v07_061_2022354195313_03,0.06835482536493115,0.062,,2022-03-26,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022085_h28v07_061_2024230114017_01,0.13550342900685802,0.17200000000000001,,2022-03-26,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022085_h28v07_061_2024230114017_02,0.1889418604651163,0.186,,2022-03-26,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022085_h28v07_061_2024230114017_03,0.08194721088435375,0.064,,2022-03-26,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022087_h28v07_061_2022354212530_01,0.1845288430464289,0.177,,2022-03-28,146,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022087_h28v07_061_2024230120802_01,0.29508903794660984,0.3051838095238095,0.45,2022-03-28,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022088_h28v07_061_2022354221457_01,1.1396481818181818,1.028,,2022-03-29,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022088_h28v07_061_2024230123355_01,1.2612760231316729,1.096,,2022-03-29,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022093_h28v07_061_2022355010045_02,0.2551665074903813,0.254,,2022-04-03,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022093_h28v07_061_2024230134513_02,0.27886694283347135,0.28400000000000003,,2022-04-03,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022094_h28v07_061_2022355014155_01,0.13451864013907672,0.135,,2022-04-04,102,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022094_h28v07_061_2024230141159_01,0.19208453161662953,0.188,,2022-04-04,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022095_h28v07_061_2024230142512_02,0.42,0.42,,2022-04-05,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022110_h28v07_061_2023007174422_01,0.3618396926220405,0.352,,2022-04-20,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022110_h28v07_061_2024230181056_01,0.49520066889632114,0.481,,2022-04-20,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022111_h28v07_061_2023007180830_02,0.33428963148032487,0.34400000000000003,0.364,2022-04-21,124,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022111_h28v07_061_2023007180830_03,0.26930306513409974,0.269,,2022-04-21,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022111_h28v07_061_2024230182356_02,0.3476304963756118,0.358,0.382,2022-04-21,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022111_h28v07_061_2024230182356_03,0.2969705139005897,0.298,,2022-04-21,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022112_h28v07_061_2023007182823_01,0.26902325211020867,0.271,,2022-04-22,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022112_h28v07_061_2023007182823_02,0.419,0.419,,2022-04-22,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022112_h28v07_061_2024230183751_01,0.3278947262883497,0.322,,2022-04-22,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022113_h28v07_061_2023007184616_01,0.3633470480668757,0.3666666666666667,,2022-04-23,91,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022113_h28v07_061_2023007184616_03,0.40146498100664757,0.402,,2022-04-23,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022113_h28v07_061_2024230185107_01,0.40658553841799916,0.39333333333333337,,2022-04-23,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022113_h28v07_061_2024230185107_03,0.4003986322838011,0.40900000000000003,,2022-04-23,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022114_h28v07_061_2023007190345_01,0.40355154050969955,0.41600000000000004,,2022-04-24,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022114_h28v07_061_2024230190515_01,0.3926909871244635,0.362,,2022-04-24,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022115_h28v07_061_2023007192534_02,0.12982484343212727,0.132,,2022-04-25,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022115_h28v07_061_2024230192307_02,0.2488843914719534,0.262,,2022-04-25,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022117_h28v07_061_2023007203231_01,0.404,0.404,,2022-04-27,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022117_h28v07_061_2024230195620_01,0.435,0.435,,2022-04-27,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022118_h28v07_061_2023007210857_03,0.26130777903043967,0.25,,2022-04-28,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022118_h28v07_061_2024230200941_03,0.27073913741438355,0.2625,,2022-04-28,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022124_h28v07_061_2023007233124_01,0.422,0.422,,2022-05-04,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022124_h28v07_061_2023007233124_02,0.3615,0.3615,,2022-05-04,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022124_h28v07_061_2024230214602_02,0.382,0.382,,2022-05-04,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022126_h28v07_061_2023008002019_01,0.289942082014768,0.294,,2022-05-06,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022126_h28v07_061_2023008002019_02,0.30719863325740326,0.28800000000000003,,2022-05-06,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022126_h28v07_061_2024230222214_01,0.3565910965723226,0.371,,2022-05-06,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022126_h28v07_061_2024230222214_02,0.2535982001058761,0.20600000000000002,,2022-05-06,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022127_h28v07_061_2023008003940_02,0.4145,0.4145,,2022-05-07,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022127_h28v07_061_2024230223826_02,0.3965158428390367,0.38,,2022-05-07,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022129_h28v07_061_2023008013538_01,0.3574940357852883,0.363,,2022-05-09,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022129_h28v07_061_2023008013538_03,0.17771114329058063,0.171,,2022-05-09,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022129_h28v07_061_2024230231523_01,0.288238683127572,0.28,,2022-05-09,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022129_h28v07_061_2024230231523_03,0.18674830438378817,0.176,,2022-05-09,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022131_h28v07_061_2023008022917_02,0.14080512422360247,0.148,,2022-05-11,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2022131_h28v07_061_2024231003743_02,0.20703817567567573,0.232,,2022-05-11,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
