time,latitude,longitude,number_x,expver_x,u10,v10,d2m,t2m,blh,number_y,expver_y,avg_tprate,number,expver,tp,ssrd
2021-02-01 00:00:00,10.73,106.61,0,1,-0.41457963,-0.7098686,294.68213,296.48828,102.172485,0,1,0.0,0,1,0.0,103641.5
2021-02-01 00:00:00,10.73,106.61,0,1,-0.41457963,-0.7098686,294.68213,296.48828,102.172485,0,1,0.0,0,1,0.0,103641.5
2021-02-01 01:00:00,10.73,106.61,0,1,-0.5272807,-1.0570822,295.29736,297.81445,366.91895,0,1,0.0,0,1,0.0,754728.0
2021-02-01 01:00:00,10.73,106.61,0,1,-0.5272807,-1.0570822,295.29736,297.81445,366.91895,0,1,0.0,0,1,0.0,754728.0
2021-02-01 02:00:00,10.73,106.61,0,1,-0.4495204,-1.3406286,295.44336,300.19775,565.9895,0,1,0.0,0,1,0.0,1582343.0
2021-02-01 02:00:00,10.73,106.61,0,1,-0.4495204,-1.3406286,295.44336,300.19775,565.9895,0,1,0.0,0,1,0.0,1582343.0
2021-02-01 03:00:00,10.73,106.61,0,1,-0.097432256,-1.4696884,294.18433,300.67285,904.72363,0,1,0.0,0,1,0.0,2325803.0
2021-02-01 03:00:00,10.73,106.61,0,1,-0.097432256,-1.4696884,294.18433,300.67285,904.72363,0,1,0.0,0,1,0.0,2325803.0
2021-02-01 04:00:00,10.73,106.61,0,1,0.40000272,-1.6931496,294.42627,301.70898,1316.6255,0,1,0.0,0,1,0.0,2883264.0
2021-02-01 04:00:00,10.73,106.61,0,1,0.40000272,-1.6931496,294.42627,301.70898,1316.6255,0,1,0.0,0,1,0.0,2883264.0
2021-02-01 05:00:00,10.73,106.61,0,1,0.3420818,-1.5557852,294.70752,303.969,1526.2012,0,1,1.3830623e-07,0,1,5.5322505e-07,3027701.0
2021-02-01 05:00:00,10.73,106.61,0,1,0.3420818,-1.5557852,294.70752,303.969,1526.2012,0,1,1.3830623e-07,0,1,5.5322505e-07,3027701.0
2021-02-01 06:00:00,10.73,106.61,0,1,0.37270004,-1.1910553,294.7063,304.5564,1629.3325,0,1,2.8645466e-08,0,1,7.638789e-08,3077201.0
2021-02-01 06:00:00,10.73,106.61,0,1,0.37270004,-1.1910553,294.7063,304.5564,1629.3325,0,1,2.8645466e-08,0,1,7.638789e-08,3077201.0
2021-02-01 07:00:00,10.73,106.61,0,1,0.3109666,-0.6827058,293.61426,304.68726,1705.1045,0,1,8.732462e-07,0,1,3.302015e-06,2483181.0
2021-02-01 07:00:00,10.73,106.61,0,1,0.3109666,-0.6827058,293.61426,304.68726,1705.1045,0,1,8.732462e-07,0,1,3.302015e-06,2483181.0
2021-02-01 08:00:00,10.73,106.61,0,1,-0.04181713,0.043060046,293.59302,304.49927,1683.9219,0,1,8.822074e-07,0,1,3.0901865e-06,1881624.0
2021-02-01 08:00:00,10.73,106.61,0,1,-0.04181713,0.043060046,293.59302,304.49927,1683.9219,0,1,8.822074e-07,0,1,3.0901865e-06,1881624.0
2021-02-01 09:00:00,10.73,106.61,0,1,-0.61044925,1.2717772,293.2434,304.00977,1346.8308,0,1,3.5574749e-06,0,1,1.3161644e-05,1311150.0
2021-02-01 09:00:00,10.73,106.61,0,1,-0.61044925,1.2717772,293.2434,304.00977,1346.8308,0,1,3.5574749e-06,0,1,1.3161644e-05,1311150.0
2021-02-01 10:00:00,10.73,106.61,0,1,-1.1589088,2.5493488,294.00928,301.9214,700.96655,0,1,0.0,0,1,0.0,708620.25
2021-02-01 10:00:00,10.73,106.61,0,1,-1.1589088,2.5493488,294.00928,301.9214,700.96655,0,1,0.0,0,1,0.0,708620.25
