system:index,aod_055_mean,aod_055_median,aod_055_point,date,pixel_count,.geo
MCD19A2_A2021130_h28v07_061_2023146154537_02,0.3428779652082236,0.363,,2021-05-10,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021133_h28v07_061_2023146165253_01,0.3601076339737106,0.373,,2021-05-13,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021133_h28v07_061_2023146165253_04,0.3795271317829457,0.378,,2021-05-13,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021139_h28v07_061_2023146191605_03,0.3509848694019547,0.364,0.417,2021-05-19,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021140_h28v07_061_2023146194226_02,0.2510779078086673,0.26,,2021-05-20,157,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021140_h28v07_061_2023146194226_04,0.23886962880423418,0.2215,,2021-05-20,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021141_h28v07_061_2023146200907_01,0.4091928533893853,0.406,,2021-05-21,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021148_h28v07_061_2023146232101_01,0.3203120907106475,0.313,,2021-05-28,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021148_h28v07_061_2023146232101_02,0.18192252507071235,0.20099999999999998,0.20800000000000002,2021-05-28,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021149_h28v07_061_2023146234630_01,0.30679382861635224,0.317,,2021-05-29,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021149_h28v07_061_2023146234630_04,0.42861893203883494,0.429,,2021-05-29,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021150_h28v07_061_2023147000907_01,0.3458996089931572,0.34800000000000003,,2021-05-30,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021150_h28v07_061_2023147000907_02,0.32687501389969975,0.34700000000000003,,2021-05-30,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021155_h28v07_061_2023147020258_01,0.39804497010657647,0.398,,2021-06-04,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021155_h28v07_061_2023147020258_03,0.2452001371473354,0.264,,2021-06-04,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021162_h28v07_061_2023147044846_01,0.29966937551605755,0.318,,2021-06-11,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021165_h28v07_061_2023147055938_01,0.3322498436522826,0.326,,2021-06-14,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021165_h28v07_061_2023147055938_04,0.4075,0.4075,,2021-06-14,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021166_h28v07_061_2023147062251_02,0.3955178571428571,0.382,,2021-06-15,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021167_h28v07_061_2023147064811_02,0.30335418683446275,0.311,,2021-06-16,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021168_h28v07_061_2023147071859_03,0.306,0.306,,2021-06-17,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021169_h28v07_061_2023147074423_03,0.5207089183310265,0.518,,2021-06-18,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021171_h28v07_061_2023147085202_01,0.41700000000000004,0.41700000000000004,,2021-06-20,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021171_h28v07_061_2023147085202_03,0.2266719464343568,0.22,,2021-06-20,109,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021175_h28v07_061_2023147103938_03,0.399672550213025,0.40800000000000003,,2021-06-24,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021176_h28v07_061_2023147110950_02,0.38471941584869523,0.383,,2021-06-25,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021178_h28v07_061_2023147120221_01,0.3290566695727986,0.328,,2021-06-27,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021178_h28v07_061_2023147120221_02,0.2643450346420324,0.27,,2021-06-27,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021179_h28v07_061_2023147122855_02,0.3759927392739274,0.393,,2021-06-28,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021179_h28v07_061_2023147122855_03,0.36185428109854606,0.382,,2021-06-28,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021180_h28v07_061_2023147125834_01,0.39389051094890504,0.395,,2021-06-29,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021180_h28v07_061_2023147125834_02,0.6601285483498731,0.667,,2021-06-29,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021182_h28v07_061_2023148215515_01,0.34579514589216076,0.355,,2021-07-01,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021182_h28v07_061_2023148215515_02,0.27573759541984727,0.276,,2021-07-01,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021183_h28v07_061_2023148221746_01,0.23893131868131864,0.223,,2021-07-02,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021183_h28v07_061_2023148221746_02,0.5806314475873544,0.58,,2021-07-02,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021185_h28v07_061_2023148230750_03,0.40989205020920505,0.418,,2021-07-04,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021191_h28v07_061_2023149003145_01,0.3919413582631537,0.392,0.371,2021-07-10,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021192_h28v07_061_2023149004442_02,0.33896809654677973,0.341,,2021-07-11,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021201_h28v07_061_2023149022256_01,0.41000000000000003,0.41000000000000003,,2021-07-20,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021206_h28v07_061_2023149030813_03,0.33536626042334833,0.327,,2021-07-25,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021207_h28v07_061_2023149031641_03,0.39932581967213127,0.402,,2021-07-26,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021210_h28v07_061_2023149045118_01,0.36,0.36,,2021-07-29,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021211_h28v07_061_2023149054247_02,0.261911974532065,0.25296453900709215,,2021-07-30,103,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021213_h28v07_061_2023149070901_01,0.34110305028854093,0.343,,2021-08-01,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021214_h28v07_061_2023149074531_02,0.21929681587777536,0.2172,0.21,2021-08-02,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021221_h28v07_061_2023149122610_02,0.2044015645371578,0.193,,2021-08-09,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021222_h28v07_061_2023149130749_01,0.39074576271186445,0.39,,2021-08-10,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021225_h28v07_061_2023149151713_03,0.394,0.394,,2021-08-13,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021228_h28v07_061_2023149171435_01,0.2099049884111116,0.20100000000000004,0.168,2021-08-16,230,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021228_h28v07_061_2023149171435_02,0.12637143561508749,0.116,0.136,2021-08-16,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021230_h28v07_061_2023149181714_01,0.2498920604715089,0.248,0.23600000000000002,2021-08-18,187,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021230_h28v07_061_2023149181714_02,0.38953602305475504,0.377,,2021-08-18,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021231_h28v07_061_2023149185247_01,0.6524158778625955,0.615,,2021-08-19,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021231_h28v07_061_2023149185247_02,0.4059377713458757,0.417,,2021-08-19,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021233_h28v07_061_2023149200154_01,0.3695171624713959,0.369,,2021-08-21,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021233_h28v07_061_2023149200154_03,0.3628954333643989,0.376,,2021-08-21,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021244_h28v07_061_2023150013931_02,0.2679167515274949,0.246,,2021-09-01,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021251_h28v07_061_2023150045241_03,0.367,0.367,,2021-09-08,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021256_h28v07_061_2023150072038_01,0.7507078484438432,0.718,,2021-09-13,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021260_h28v07_061_2023150090309_01,0.3880445269016698,0.41600000000000004,,2021-09-17,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021260_h28v07_061_2023150090309_02,0.4025808281338627,0.385,,2021-09-17,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021261_h28v07_061_2023150093100_04,0.395,0.395,,2021-09-18,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021270_h28v07_061_2023150212637_01,0.31409282863396415,0.32,,2021-09-27,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021270_h28v07_061_2023150212637_03,0.4249787234042553,0.424,,2021-09-27,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021271_h28v07_061_2023150215426_03,0.38535201573254674,0.398,,2021-09-28,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021272_h28v07_061_2023150222143_02,0.41000000000000003,0.41000000000000003,,2021-09-29,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021283_h28v07_061_2023151034846_02,0.2354255079006772,0.26,0.315,2021-10-10,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021292_h28v07_061_2023151072347_01,0.41124999999999995,0.41400000000000003,,2021-10-19,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021295_h28v07_061_2023151082344_01,0.4267378048780488,0.429,,2021-10-22,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021296_h28v07_061_2023151084525_03,0.23500000000000001,0.23500000000000001,,2021-10-23,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021297_h28v07_061_2023151090613_01,0.3853330415754924,0.397,,2021-10-24,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021301_h28v07_061_2023151105451_01,0.2840207547169812,0.255,,2021-10-28,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021301_h28v07_061_2023151105451_02,0.30800551445403457,0.3012507374631268,0.324,2021-10-28,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021302_h28v07_061_2023151112718_01,0.3965454085504679,0.404,,2021-10-29,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021302_h28v07_061_2023151112718_03,0.28518055190538766,0.257,,2021-10-29,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021303_h28v07_061_2023151113750_01,0.4128265258580525,0.41100000000000003,,2021-10-30,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021303_h28v07_061_2023151113750_03,0.3833863095238095,0.382,,2021-10-30,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021305_h28v07_061_2023151123203_03,0.36036451612903225,0.361,,2021-11-01,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021306_h28v07_061_2023151124557_01,0.3042310364453517,0.3115,0.263,2021-11-02,201,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021306_h28v07_061_2023151124557_02,0.3859140211640212,0.396,,2021-11-02,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021307_h28v07_061_2023151130618_02,0.25370606214977076,0.251,,2021-11-03,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021308_h28v07_061_2023151132527_02,0.2643326028488894,0.266,,2021-11-04,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021309_h28v07_061_2023151134838_01,0.3791363563014362,0.381,,2021-11-05,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021310_h28v07_061_2023151140814_01,0.2961204787583848,0.298,,2021-11-06,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021310_h28v07_061_2023151140814_02,0.392,0.392,,2021-11-06,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021311_h28v07_061_2023151142954_01,0.6496637986387569,0.61,,2021-11-07,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021312_h28v07_061_2023151145302_04,0.17691292328956465,0.167,,2021-11-08,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021314_h28v07_061_2023151153629_02,0.28385571118087416,0.3,,2021-11-10,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021316_h28v07_061_2023151165657_03,0.27268957968476365,0.267,,2021-11-12,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021319_h28v07_061_2023151173014_01,0.432,0.432,,2021-11-15,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021322_h28v07_061_2023151184000_01,0.2657142857142857,0.25,,2021-11-18,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021323_h28v07_061_2023151190510_02,0.27505898473182827,0.28400000000000003,,2021-11-19,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021325_h28v07_061_2023151195723_01,0.33610902537085824,0.338,,2021-11-21,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021327_h28v07_061_2023151204540_01,0.436,0.436,,2021-11-23,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021330_h28v07_061_2023151215801_02,0.34580512820512826,0.34800000000000003,,2021-11-26,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021337_h28v07_061_2023152005353_03,0.33801403798513624,0.337,,2021-12-03,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021338_h28v07_061_2023152012422_01,0.43,0.43,,2021-12-04,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021339_h28v07_061_2023152014455_02,0.15181356317771652,0.15100000000000002,0.155,2021-12-05,313,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021340_h28v07_061_2023152021202_01,0.22910074678906087,0.227,0.20600000000000002,2021-12-06,312,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021340_h28v07_061_2023152021202_02,0.3181582804103566,0.334,,2021-12-06,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021342_h28v07_061_2023152030027_01,0.25155859545870285,0.25,0.241,2021-12-08,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021342_h28v07_061_2023152030027_02,0.27918306446029223,0.277,0.29,2021-12-08,113,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021344_h28v07_061_2023152034628_04,0.16472025803739176,0.163,0.156,2021-12-10,301,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021345_h28v07_061_2023152040737_02,0.313259225706749,0.314,,2021-12-11,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021346_h28v07_061_2023152042951_02,0.339,0.342,,2021-12-12,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021348_h28v07_061_2023152051145_02,0.2846725960299047,0.279,,2021-12-14,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021349_h28v07_061_2023152053014_01,0.25125655012071896,0.259,,2021-12-15,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021349_h28v07_061_2023152053014_02,0.21231221094040711,0.247,0.213,2021-12-15,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2021352_h28v07_061_2023152063231_02,0.29002310325156877,0.303,,2021-12-18,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
